product_id,date,sell_price,pred_sales,expected_revenue,expected_profit,approach
42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c,2021-01-28,36.19,41.14762606145582,1489.1325871640859,66.65915421955832,A2_greedy_repair
42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c,2021-01-29,36.19,43.26730760106249,1565.8438620824516,70.09303831372112,A2_greedy_repair
42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c,2021-01-30,36.19,39.560965088710304,1431.7113265604257,64.08876344371059,A2_greedy_repair
42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c,2021-01-31,36.19,41.608979938644374,1505.8289839795398,67.40654750060378,A2_greedy_repair
42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c,2021-02-01,36.19,37.6120091092345,1361.1786096631965,60.931454756959795,A2_greedy_repair
42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c,2021-02-02,36.19,39.569039583301276,1432.0035425196731,64.10184412494796,A2_greedy_repair
42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c,2021-02-03,36.19,41.62903324185827,1506.5547130228506,67.43903385181028,A2_greedy_repair
56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c,2021-01-28,263.87,166.71343869957235,43990.67506965616,18330.142585017984,A2_greedy_repair
56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c,2021-01-29,263.87,169.00109281154158,44594.31836018148,18581.670154629,A2_greedy_repair
56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c,2021-01-30,263.87,176.20735940393243,46495.83592591565,19373.999166462374,A2_greedy_repair
56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c,2021-01-31,263.87,178.62368294624036,47133.431219024445,19639.67393993913,A2_greedy_repair
56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c,2021-02-01,263.87,163.33461885656197,43099.10587768101,17958.641343278992,A2_greedy_repair
56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c,2021-02-02,263.87,165.57439242445727,43690.11492904154,18204.90444706908,A2_greedy_repair
56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c,2021-02-03,263.87,167.84407846332113,44289.01698411655,18454.45642704216,A2_greedy_repair
58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c,2021-01-28,81.57,147.6723111229452,12045.630418298639,1823.7530423683722,A2_greedy_repair
58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c,2021-01-29,81.57,118.20746292486578,9642.182750781301,1459.8621671220917,A2_greedy_repair
58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c,2021-01-30,81.57,119.78732647200502,9771.05222032145,1479.3734819292613,A2_greedy_repair
58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c,2021-01-31,81.57,115.76656152933735,9443.078423948047,1429.7170348873155,A2_greedy_repair
58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c,2021-02-01,145.07,57.344803675798914,8319.010669248148,4349.603358809347,A2_greedy_repair
58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c,2021-02-02,81.57,130.55627446682908,10649.475308259247,1612.3699896653384,A2_greedy_repair
58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c,2021-02-03,81.57,125.53797806588945,10240.1328708346,1550.394029113734,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-01-28,85.67,68.86215853163287,5899.421121404988,2458.379059579294,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-01-29,85.67,68.30595091133631,5851.770814574182,2438.5224475347063,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-01-30,85.67,56.542848036682244,4844.025791302568,2018.5796749095564,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-01-31,54.89,129.63695443353322,7115.772428856639,637.8138158129836,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-02-01,85.67,76.54033731131062,6557.210697459981,2732.4900420137897,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-02-02,85.67,70.33879936589902,6025.92494167657,2511.0951373625953,A2_greedy_repair
82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314,2021-02-03,85.67,68.47691724876697,5866.417500701866,2444.625945780981,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-01-28,27.17,495.58544430270655,13465.056521704537,148.67563329081233,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-01-29,27.17,515.2547862178172,13999.472541538094,154.57643586534553,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-01-30,27.17,422.6972950248038,11484.68550582392,126.80918850744143,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-01-31,27.17,439.45155159173333,11939.898656747395,131.8354654775203,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-02-01,27.17,460.5197387294268,12512.321301278527,138.1559216188284,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-02-02,27.17,478.73670803674116,13007.276357358258,143.6210124110227,A2_greedy_repair
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,2021-02-03,27.17,497.6547294417943,13521.278998933552,149.29641883253865,A2_greedy_repair
